Q01	Q0	193378	0	12.253838	LMJ
Q01	Q0	211970	0	12.020061	LMJ
Q01	Q0	193373	0	10.806248	LMJ
Q01	Q0	205685	0	10.329877	LMJ
Q01	Q0	193386	0	10.021572	LMJ
Q01	Q0	193715	0	9.259369	LMJ
Q01	Q0	210137	0	9.071083	LMJ
Q01	Q0	193353	0	8.977918	LMJ
Q01	Q0	206228	0	7.72737	LMJ
Q01	Q0	206230	0	7.0197215	LMJ
Q01	Q0	197085	0	6.915408	LMJ
Q01	Q0	204414	0	6.8654375	LMJ
Q01	Q0	210133	0	6.530903	LMJ
Q01	Q0	213278	0	6.5160265	LMJ
Q01	Q0	193356	0	6.10737	LMJ
Q01	Q0	215569	0	6.080143	LMJ
Q01	Q0	204356	0	6.020771	LMJ
Q01	Q0	193375	0	5.865027	LMJ
Q01	Q0	205643	0	5.807368	LMJ
Q01	Q0	213250	0	5.7367554	LMJ
Q01	Q0	193380	0	5.7220592	LMJ
Q01	Q0	211972	0	5.6846695	LMJ
Q01	Q0	205369	0	5.6528583	LMJ
Q01	Q0	213343	0	5.6128273	LMJ
Q01	Q0	211074	0	5.610426	LMJ
Q01	Q0	207985	0	5.6002655	LMJ
Q01	Q0	214843	0	5.5179615	LMJ
Q01	Q0	194120	0	5.4683566	LMJ
Q01	Q0	206033	0	5.4605927	LMJ
Q01	Q0	215269	0	5.4605927	LMJ
Q01	Q0	206825	0	5.394997	LMJ
Q01	Q0	211320	0	5.2987833	LMJ
Q01	Q0	215074	0	5.236783	LMJ
Q01	Q0	194660	0	5.2147455	LMJ
Q01	Q0	210426	0	5.2025986	LMJ
Q01	Q0	211971	0	5.183487	LMJ
Q01	Q0	211764	0	5.16817	LMJ
Q01	Q0	211346	0	5.0701027	LMJ
Q01	Q0	199858	0	5.053922	LMJ
Q01	Q0	211506	0	5.049774	LMJ
Q01	Q0	210796	0	5.014968	LMJ
Q01	Q0	215157	0	5.014968	LMJ
Q01	Q0	193324	0	4.9966545	LMJ
Q01	Q0	198908	0	4.988991	LMJ
Q01	Q0	198398	0	4.942072	LMJ
Q01	Q0	212892	0	4.936741	LMJ
Q01	Q0	193402	0	4.9237623	LMJ
Q01	Q0	212425	0	4.917398	LMJ
Q01	Q0	204766	0	4.9122796	LMJ
Q01	Q0	200823	0	4.9103446	LMJ
Q02	Q0	206360	0	9.148511	LMJ
Q02	Q0	211706	0	8.908436	LMJ
