Q01	Q0	193378	0	20.009483	B25
Q01	Q0	211970	0	19.230488	B25
Q01	Q0	193373	0	18.62328	B25
Q01	Q0	205685	0	17.596119	B25
Q01	Q0	193386	0	17.188002	B25
Q01	Q0	193715	0	15.048773	B25
Q01	Q0	193353	0	15.017428	B25
Q01	Q0	210137	0	13.915619	B25
Q01	Q0	206228	0	12.723218	B25
Q01	Q0	206230	0	11.974081	B25
Q01	Q0	204414	0	11.706942	B25
Q01	Q0	210133	0	11.610771	B25
Q01	Q0	213278	0	11.500717	B25
Q01	Q0	197085	0	10.886997	B25
Q01	Q0	193356	0	10.672989	B25
Q01	Q0	193380	0	10.599287	B25
Q01	Q0	211972	0	10.507145	B25
Q01	Q0	205643	0	10.300816	B25
Q01	Q0	207985	0	10.287643	B25
Q01	Q0	213250	0	10.147954	B25
Q01	Q0	206825	0	9.962586	B25
Q01	Q0	204356	0	9.778257	B25
Q01	Q0	205369	0	9.711138	B25
Q01	Q0	194660	0	9.710667	B25
Q01	Q0	194120	0	9.681592	B25
Q01	Q0	198398	0	9.438683	B25
Q01	Q0	213343	0	9.392728	B25
Q01	Q0	211074	0	9.335384	B25
Q01	Q0	214843	0	9.289062	B25
Q01	Q0	210426	0	9.111134	B25
Q01	Q0	193375	0	9.100283	B25
Q01	Q0	211346	0	9.08502	B25
Q01	Q0	211320	0	8.997503	B25
Q01	Q0	212425	0	8.925207	B25
Q01	Q0	215269	0	8.917946	B25
Q01	Q0	193402	0	8.891257	B25
Q01	Q0	215569	0	8.844489	B25
Q01	Q0	206824	0	8.7057	B25
Q01	Q0	211697	0	8.656448	B25
Q01	Q0	199858	0	8.632704	B25
Q01	Q0	211764	0	8.601335	B25
Q01	Q0	215074	0	8.547285	B25
Q01	Q0	211971	0	8.4138565	B25
Q01	Q0	202703	0	8.413168	B25
Q01	Q0	208399	0	8.413168	B25
Q01	Q0	204766	0	8.406012	B25
Q01	Q0	210796	0	8.380912	B25
Q01	Q0	215157	0	8.380912	B25
Q01	Q0	211506	0	8.273636	B25
Q01	Q0	200823	0	8.187851	B25
Q02	Q0	206575	0	13.612922	B25
Q02	Q0	206360	0	13.591678	B25
Q02	Q0	213164	0	13.326931	B25
Q02	Q0	206181	0	13.024628	B25
Q02	Q0	211706	0	12.494736	B25
Q02	Q0	197167	0	12.169294	B25
Q02	Q0	193380	0	11.866453	B25
Q02	Q0	205539	0	11.774975	B25
Q02	Q0	197548	0	11.642162	B25
Q02	Q0	193402	0	11.530132	B25
Q02	Q0	201659	0	10.979271	B25
Q02	Q0	210344	0	10.928946	B25
Q02	Q0	206067	0	10.546047	B25
Q02	Q0	206363	0	10.395687	B25
Q02	Q0	199181	0	10.376953	B25
Q02	Q0	199835	0	10.080317	B25
Q02	Q0	213926	0	10.0793495	B25
Q02	Q0	194684	0	10.072128	B25
Q02	Q0	215826	0	9.973911	B25
Q02	Q0	214784	0	9.973436	B25
Q02	Q0	194000	0	9.837605	B25
Q02	Q0	213701	0	9.7975235	B25
Q02	Q0	203290	0	9.77776	B25
Q02	Q0	206068	0	9.77776	B25
Q02	Q0	212370	0	9.699752	B25
Q02	Q0	202815	0	9.605871	B25
Q02	Q0	203305	0	9.38615	B25
Q02	Q0	200253	0	9.367397	B25
Q02	Q0	194216	0	9.310259	B25
Q02	Q0	209818	0	9.3041	B25
Q02	Q0	211234	0	9.266404	B25
Q02	Q0	213551	0	9.249708	B25
Q02	Q0	194301	0	9.245666	B25
Q02	Q0	211755	0	9.194933	B25
Q02	Q0	208383	0	9.187405	B25
Q02	Q0	202689	0	9.17546	B25
Q02	Q0	213170	0	9.158046	B25
Q02	Q0	201762	0	9.126553	B25
Q02	Q0	210935	0	9.102812	B25
Q02	Q0	198268	0	9.07671	B25
Q02	Q0	196704	0	9.062168	B25
Q02	Q0	194261	0	9.037201	B25
Q02	Q0	198013	0	9.03715	B25
Q02	Q0	201026	0	9.027639	B25
Q02	Q0	200475	0	9.022469	B25
Q02	Q0	194228	0	9.004627	B25
Q02	Q0	202864	0	8.982009	B25
Q02	Q0	206179	0	8.964338	B25
Q02	Q0	207793	0	8.954834	B25
Q02	Q0	205994	0	8.948149	B25
Q03	Q0	204146	0	13.013101	B25
Q03	Q0	207061	0	11.486696	B25
Q03	Q0	211673	0	10.967383	B25
Q03	Q0	193411	0	10.801675	B25
Q03	Q0	205070	0	10.489877	B25
Q03	Q0	204772	0	10.428055	B25
Q03	Q0	206575	0	10.130178	B25
Q03	Q0	206247	0	10.006795	B25
Q03	Q0	193712	0	9.588527	B25
Q03	Q0	199425	0	9.305368	B25
Q03	Q0	196653	0	9.276635	B25
Q03	Q0	213660	0	9.22125	B25
Q03	Q0	196549	0	9.2207775	B25
Q03	Q0	199855	0	9.111141	B25
Q03	Q0	196422	0	9.055803	B25
Q03	Q0	208013	0	9.023729	B25
Q03	Q0	204352	0	8.934556	B25
Q03	Q0	199370	0	8.9173565	B25
Q03	Q0	209715	0	8.785139	B25
Q03	Q0	209714	0	8.679382	B25
Q03	Q0	212413	0	8.636539	B25
Q03	Q0	205695	0	8.61321	B25
Q03	Q0	205975	0	8.469548	B25
Q03	Q0	211691	0	8.459765	B25
Q03	Q0	193355	0	8.4125595	B25
Q03	Q0	193825	0	8.395429	B25
Q03	Q0	198922	0	8.36241	B25
Q03	Q0	206010	0	8.288168	B25
Q03	Q0	196242	0	8.2408495	B25
Q03	Q0	205572	0	8.191799	B25
Q03	Q0	209171	0	8.164363	B25
Q03	Q0	209507	0	8.106282	B25
Q03	Q0	206003	0	8.099105	B25
Q03	Q0	204474	0	7.867154	B25
Q03	Q0	205420	0	7.867154	B25
Q03	Q0	208008	0	7.867154	B25
Q03	Q0	213703	0	7.8650675	B25
Q03	Q0	210282	0	7.727673	B25
Q03	Q0	193399	0	7.6348257	B25
Q03	Q0	207070	0	7.6348257	B25
Q03	Q0	197956	0	7.5448923	B25
Q03	Q0	204418	0	7.5448923	B25
Q03	Q0	199160	0	7.478645	B25
Q03	Q0	204273	0	7.456668	B25
Q03	Q0	193826	0	7.4235144	B25
Q03	Q0	193440	0	7.3798246	B25
Q03	Q0	214637	0	7.3798246	B25
